Order_ID,Date,Product,City,Quantity,Unit_Price,Category,Revenue,Profit
ORD0031,2025-01-11 22:20:32.432432432,Mouse,Kochi,2,76795,Accessories,153590,31028.96
ORD0032,2025-01-12 07:05:13.513513513,Laptop,Tirupati,1,5939,Electronics,5939,1307.53
ORD0033,2025-01-12 15:49:54.594594594,Keyboard,Bengaluru,3,47741,Accessories,143223,28040.38
ORD0034,2025-01-13 00:34:35.675675675,Smartphone,Pune,4,43033,Electronics,172132,31310.47
ORD0035,2025-01-13 09:19:16.756756756,Monitor,Bengaluru,4,28770,Electronics,115080,15147.26
ORD0036,2025-01-13 18:03:57.837837837,Mouse,Hyderabad,5,79315,Accessories,396575,58178.62
ORD0037,2025-01-14 02:48:38.918918919,Keyboard,Tirupati,2,39779,Accessories,79558,11439.92
ORD0038,2025-01-14 11:33:20.000000000,Laptop,Kochi,3,24388,Electronics,73164,14919.86
ORD0039,2025-01-14 20:18:01.081081081,Laptop,Bengaluru,5,18130,Electronics,90650,9644.24
ORD0040,2025-01-15 05:02:42.162162162,Headphones,Chennai,3,61563,Accessories,184689,52025.81
ORD0041,2025-01-15 13:47:23.243243243,Headphones,Delhi,2,35644,Accessories,71288,17005.33
ORD0042,2025-01-15 22:32:04.324324324,Tablet,Hyderabad,4,52661,Electronics,210644,35455.18
ORD0043,2025-01-16 07:16:45.405405405,Smartphone,Kochi,1,77860,Electronics,77860,8945.9
ORD0044,2025-01-16 16:01:26.486486486,Smartwatch,Bengaluru,4,51479,Wearables,205916,56428.87
ORD0045,2025-01-17 00:46:07.567567567,Keyboard,Pune,5,7479,Accessories,37395,9768.74
ORD0046,2025-01-17 09:30:48.648648648,Keyboard,Chennai,1,26689,Accessories,26689,6372.77
ORD0047,2025-01-17 18:15:29.729729729,Smartwatch,Chennai,5,43100,Wearables,215500,30114.05
ORD0048,2025-01-18 03:00:10.810810810,Tablet,Bengaluru,2,60060,Electronics,120120,20244.82
ORD0049,2025-01-18 11:44:51.891891892,Monitor,Delhi,1,78540,Electronics,78540,8058.57
ORD0050,2025-01-18 20:29:32.972972973,Monitor,Bengaluru,5,62058,Electronics,310290,37727.76
ORD0051,2025-01-19 05:14:14.054054054,Tablet,Hyderabad,2,7410,Electronics,14820,3738.55
ORD0052,2025-01-19 13:58:55.135135135,Monitor,Bengaluru,4,58213,Electronics,232852,55257.76
ORD0053,2025-01-19 22:43:36.216216216,Headphones,Chennai,2,47357,Accessories,94714,19943.63
ORD0054,2025-01-20 07:28:17.297297297,Keyboard,Kochi,3,35464,Accessories,106392,29476.95
ORD0055,2025-01-20 16:12:58.378378378,Tablet,Bengaluru,2,25727,Electronics,51454,10718.83
ORD0056,2025-01-21 00:57:39.459459459,Keyboard,Delhi,2,6478,Accessories,12956,2367.49
ORD0057,2025-01-21 09:42:20.540540540,Smartwatch,Tirupati,3,17653,Wearables,52959,8202.37
ORD0058,2025-01-21 18:27:01.621621621,Laptop,Kochi,5,60265,Electronics,301325,86449.74
ORD0059,2025-01-22 03:11:42.702702702,Headphones,Pune,5,39571,Accessories,197855,19428.85
ORD0060,2025-01-22 11:56:23.783783783,Mouse,Mumbai,2,70019,Accessories,140038,39882.15
ORD0061,2025-01-22 20:41:04.864864865,Headphones,Bengaluru,3,10003,Accessories,30009,7858.67
ORD0062,2025-01-23 05:25:45.945945946,Tablet,Delhi,3,61203,Electronics,183609,19937.11
ORD0063,2025-01-23 14:10:27.027027027,Mouse,Kochi,4,64879,Accessories,259516,53018.23
ORD0064,2025-01-23 22:55:08.108108108,Laptop,Delhi,5,58366,Electronics,291830,78981.03
ORD0065,2025-01-24 07:39:49.189189189,Tablet,Pune,1,17405,Electronics,17405,3581.91
ORD0066,2025-01-24 16:24:30.270270270,Smartphone,Chennai,5,46338,Electronics,231690,64776.81
ORD0067,2025-01-25 01:09:11.351351351,Keyboard,Delhi,5,58779,Accessories,293895,84482.01
ORD0068,2025-01-25 09:53:52.432432432,Laptop,Kochi,4,27306,Electronics,109224,18887.52
ORD0069,2025-01-25 18:38:33.513513513,Keyboard,Delhi,1,45500,Accessories,45500,7416.91
ORD0070,2025-01-26 03:23:14.594594594,Monitor,Delhi,4,22668,Electronics,90672,25931.34
ORD0071,2025-01-26 12:07:55.675675675,Smartphone,Delhi,1,70619,Electronics,70619,16138.62
ORD0072,2025-01-26 20:52:36.756756756,Smartphone,Hyderabad,2,39214,Electronics,78428,8276.11
ORD0073,2025-01-27 05:37:17.837837838,Laptop,Hyderabad,1,54593,Electronics,54593,4875.38
ORD0074,2025-01-27 14:21:58.918918919,Smartphone,Chennai,4,55919,Electronics,223676,45678.75
ORD0075,2025-01-27 23:06:40.000000000,Mouse,Bengaluru,5,49645,Accessories,248225,70654.17
ORD0076,2025-01-28 07:51:21.081081081,Smartphone,Delhi,1,77925,Electronics,77925,20707.38
ORD0077,2025-01-28 16:36:02.162162162,Keyboard,Pune,1,78311,Accessories,78311,17908.67
ORD0078,2025-01-29 01:20:43.243243243,Keyboard,Bengaluru,3,2961,Accessories,8883,982.51
ORD0079,2025-01-29 10:05:24.324324324,Tablet,Pune,5,14791,Electronics,73955,10052.77
ORD0080,2025-01-29 18:50:05.405405405,Keyboard,Bengaluru,2,47304,Accessories,94608,25791.32
ORD0081,2025-01-30 03:34:46.486486486,Tablet,Chennai,4,77471,Electronics,309884,37253.51
ORD0082,2025-01-30 12:19:27.567567567,Keyboard,Delhi,2,65446,Accessories,130892,18489.37
ORD0083,2025-01-30 21:04:08.648648648,Mouse,Delhi,5,61832,Accessories,309160,33547.61
ORD0084,2025-01-31 05:48:49.729729730,Smartwatch,Mumbai,1,78294,Wearables,78294,17909.27
ORD0085,2025-01-31 14:33:30.810810811,Tablet,Pune,1,31341,Electronics,31341,9016.06
ORD0086,2025-01-31 23:18:11.891891892,Headphones,Bengaluru,5,49258,Accessories,246290,34276.91
ORD0087,2025-02-01 08:02:52.972972973,Monitor,Bengaluru,1,76772,Electronics,76772,14171.3
ORD0088,2025-02-01 16:47:34.054054054,Laptop,Tirupati,1,38143,Electronics,38143,8374.48
ORD0089,2025-02-02 01:32:15.135135135,Keyboard,Tirupati,1,50908,Accessories,50908,15266.42
ORD0090,2025-02-02 10:16:56.216216216,Smartphone,Hyderabad,4,44450,Electronics,177800,18323.67
ORD0091,2025-02-02 19:01:37.297297297,Smartwatch,Mumbai,4,57349,Wearables,229396,43513.11
ORD0092,2025-02-03 03:46:18.378378378,Keyboard,Kochi,3,28544,Accessories,85632,14105.85
ORD0093,2025-02-03 12:30:59.459459459,Smartphone,Tirupati,2,16497,Electronics,32994,8924.23
ORD0094,2025-02-03 21:15:40.540540540,Monitor,Kochi,5,24411,Electronics,122055,22545.13
ORD0095,2025-02-04 06:00:21.621621621,Monitor,Hyderabad,5,56033,Electronics,280165,29253.44
ORD0096,2025-02-04 14:45:02.702702703,Monitor,Hyderabad,5,15071,Electronics,75355,16545.95
ORD0097,2025-02-04 23:29:43.783783784,Smartphone,Hyderabad,3,58441,Electronics,175323,43755.67
ORD0098,2025-02-05 08:14:24.864864865,Keyboard,Pune,4,58505,Accessories,234020,18869.94
ORD0099,2025-02-05 16:59:05.945945946,Monitor,Pune,3,59212,Electronics,177636,47778.84
ORD0100,2025-02-06 01:43:47.027027027,Mouse,Chennai,5,44041,Accessories,220205,26628.3
ORD0101,2025-02-06 10:28:28.108108108,Tablet,Chennai,2,23887,Electronics,47774,9624.32
ORD0102,2025-02-06 19:13:09.189189189,Smartphone,Hyderabad,1,49408,Electronics,49408,8472.26
ORD0103,2025-02-07 03:57:50.270270270,Smartphone,Mumbai,4,13557,Electronics,54228,12923.83
ORD0104,2025-02-07 12:42:31.351351351,Keyboard,Bengaluru,4,64528,Accessories,258112,41725.24
ORD0105,2025-02-07 21:27:12.432432432,Smartphone,Pune,3,56231,Electronics,168693,45774.49
ORD0106,2025-02-08 06:11:53.513513513,Smartphone,Mumbai,4,25358,Electronics,101432,24415.62
ORD0107,2025-02-08 14:56:34.594594594,Monitor,Delhi,5,49189,Electronics,245945,54722.0
ORD0108,2025-02-08 23:41:15.675675676,Keyboard,Pune,5,45138,Accessories,225690,57589.98
ORD0109,2025-02-09 08:25:56.756756757,Monitor,Pune,3,46986,Electronics,140958,34659.47
ORD0110,2025-02-09 17:10:37.837837838,Tablet,Chennai,5,21067,Electronics,105335,9259.63
ORD0111,2025-02-10 01:55:18.918918919,Smartwatch,Bengaluru,2,30239,Wearables,60478,10090.24
ORD0112,2025-02-10 10:40:00.000000000,Tablet,Bengaluru,3,58304,Electronics,174912,49811.02
ORD0113,2025-02-10 19:24:41.081081081,Smartwatch,Tirupati,2,4254,Wearables,8508,915.97
ORD0114,2025-02-11 04:09:22.162162162,Monitor,Kochi,1,27544,Electronics,27544,6670.09
ORD0115,2025-02-11 12:54:03.243243243,Tablet,Kochi,2,67760,Electronics,135520,39898.47
ORD0116,2025-02-11 21:38:44.324324324,Keyboard,Kochi,1,67412,Accessories,67412,6167.1
ORD0117,2025-02-12 06:23:25.405405405,Laptop,Kochi,1,9206,Electronics,9206,2118.14
ORD0118,2025-02-12 15:08:06.486486486,Monitor,Delhi,2,9394,Electronics,18788,3438.09
ORD0119,2025-02-12 23:52:47.567567567,Smartwatch,Delhi,3,18537,Wearables,55611,11534.75
ORD0120,2025-02-13 08:37:28.648648649,Mouse,Pune,5,52112,Accessories,260560,25736.84
ORD0121,2025-02-13 17:22:09.729729730,Smartwatch,Hyderabad,5,30225,Wearables,151125,13519.87
ORD0122,2025-02-14 02:06:50.810810811,Mouse,Chennai,1,6426,Accessories,6426,1456.84
ORD0123,2025-02-14 10:51:31.891891892,Smartphone,Chennai,1,9996,Electronics,9996,2610.24
ORD0124,2025-02-14 19:36:12.972972973,Tablet,Kochi,3,56947,Electronics,170841,43059.34
ORD0125,2025-02-15 04:20:54.054054054,Mouse,Pune,4,30306,Accessories,121224,24200.83
ORD0126,2025-02-15 13:05:35.135135135,Smartwatch,Tirupati,2,41821,Wearables,83642,8529.03
ORD0127,2025-02-15 21:50:16.216216216,Smartphone,Mumbai,1,65595,Electronics,65595,15176.7
ORD0128,2025-02-16 06:34:57.297297297,Laptop,Hyderabad,5,23156,Electronics,115780,15423.7
ORD0129,2025-02-16 15:19:38.378378378,Keyboard,Pune,3,55647,Accessories,166941,46816.12
ORD0130,2025-02-17 00:04:19.459459459,Keyboard,Hyderabad,2,50166,Accessories,100332,26529.62
ORD0131,2025-02-17 08:49:00.540540540,Keyboard,Hyderabad,3,39287,Accessories,117861,27822.77
ORD0132,2025-02-17 17:33:41.621621621,Mouse,Hyderabad,2,63446,Accessories,126892,36639.57
ORD0133,2025-02-18 02:18:22.702702703,Laptop,Pune,2,22227,Electronics,44454,3863.62
ORD0134,2025-02-18 11:03:03.783783784,Mouse,Kochi,1,68556,Accessories,68556,16588.09
ORD0135,2025-02-18 19:47:44.864864865,Tablet,Chennai,3,3581,Electronics,10743,1639.96
ORD0136,2025-02-19 04:32:25.945945946,Mouse,Chennai,3,34696,Accessories,104088,29075.37
ORD0137,2025-02-19 13:17:07.027027027,Laptop,Kochi,5,37235,Electronics,186175,25816.62
ORD0138,2025-02-19 22:01:48.108108108,Laptop,Hyderabad,5,25998,Electronics,129990,31128.5
ORD0139,2025-02-20 06:46:29.189189189,Tablet,Mumbai,1,77365,Electronics,77365,21127.02
ORD0140,2025-02-20 15:31:10.270270270,Laptop,Bengaluru,1,32156,Electronics,32156,2867.17
ORD0141,2025-02-21 00:15:51.351351351,Smartwatch,Pune,4,68195,Wearables,272780,45685.87
ORD0142,2025-02-21 09:00:32.432432432,Laptop,Bengaluru,5,38400,Electronics,192000,47559.93
ORD0143,2025-02-21 17:45:13.513513513,Keyboard,Tirupati,2,48201,Accessories,96402,17360.28
ORD0144,2025-02-22 02:29:54.594594594,Smartwatch,Kochi,3,19533,Wearables,58599,8133.28
ORD0145,2025-02-22 11:14:35.675675676,Smartwatch,Mumbai,1,11305,Wearables,11305,1451.08
ORD0146,2025-02-22 19:59:16.756756757,Tablet,Pune,3,36351,Electronics,109053,11879.58
ORD0147,2025-02-23 04:43:57.837837838,Headphones,Kochi,3,27332,Accessories,81996,22021.54
ORD0148,2025-02-23 13:28:38.918918919,Headphones,Hyderabad,4,63937,Accessories,255748,52831.96
ORD0149,2025-02-23 22:13:20.000000000,Laptop,Chennai,5,14444,Electronics,72220,6991.23
ORD0150,2025-02-24 06:58:01.081081081,Smartwatch,Bengaluru,1,20373,Wearables,20373,3344.59
ORD0151,2025-02-24 15:42:42.162162162,Headphones,Delhi,3,40872,Accessories,122616,19729.09
ORD0152,2025-02-25 00:27:23.243243243,Headphones,Delhi,1,15879,Accessories,15879,1905.2
ORD0153,2025-02-25 09:12:04.324324324,Laptop,Mumbai,2,37251,Electronics,74502,13098.32
ORD0154,2025-02-25 17:56:45.405405406,Headphones,Hyderabad,4,5610,Accessories,22440,3434.71
ORD0155,2025-02-26 02:41:26.486486487,Mouse,Tirupati,2,54841,Accessories,109682,17022.3
ORD0156,2025-02-26 11:26:07.567567568,Smartphone,Bengaluru,1,12587,Electronics,12587,3053.43
ORD0157,2025-02-26 20:10:48.648648649,Tablet,Hyderabad,1,24262,Electronics,24262,3132.66
ORD0158,2025-02-27 04:55:29.729729730,Smartphone,Bengaluru,5,10096,Electronics,50480,11166.64
ORD0159,2025-02-27 13:40:10.810810811,Laptop,Mumbai,3,18813,Electronics,56439,11600.64
ORD0160,2025-02-27 22:24:51.891891892,Keyboard,Mumbai,3,67049,Accessories,201147,41231.18
ORD0161,2025-02-28 07:09:32.972972973,Tablet,Tirupati,2,24205,Electronics,48410,10933.96
ORD0162,2025-02-28 15:54:14.054054054,Laptop,Delhi,4,67864,Electronics,271456,54466.03
ORD0163,2025-03-01 00:38:55.135135135,Smartwatch,Hyderabad,3,73945,Wearables,221835,60657.7
ORD0164,2025-03-01 09:23:36.216216216,Keyboard,Pune,5,79145,Accessories,395725,90473.67
ORD0165,2025-03-01 18:08:17.297297297,Smartphone,Delhi,2,2523,Electronics,5046,1010.87
ORD0166,2025-03-02 02:52:58.378378379,Laptop,Hyderabad,2,60296,Electronics,120592,31661.17
ORD0167,2025-03-02 11:37:39.459459460,Smartwatch,Delhi,5,64929,Wearables,324645,69263.74
ORD0168,2025-03-02 20:22:20.540540541,Tablet,Pune,4,62127,Electronics,248508,35798.01
ORD0169,2025-03-03 05:07:01.621621622,Tablet,Chennai,5,34348,Electronics,171740,21563.83
ORD0170,2025-03-03 13:51:42.702702703,Monitor,Chennai,4,38304,Electronics,153216,17391.87
ORD0171,2025-03-03 22:36:23.783783784,Smartwatch,Tirupati,5,15879,Wearables,79395,22062.29
ORD0172,2025-03-04 07:21:04.864864865,Mouse,Chennai,5,60164,Accessories,300820,71062.65
ORD0173,2025-03-04 16:05:45.945945946,Headphones,Chennai,1,28266,Accessories,28266,8090.39
ORD0174,2025-03-05 00:50:27.027027027,Keyboard,Kochi,2,68599,Accessories,137198,29185.33
ORD0175,2025-03-05 09:35:08.108108108,Smartwatch,Bengaluru,5,36560,Wearables,182800,33662.29
ORD0176,2025-03-05 18:19:49.189189189,Monitor,Kochi,5,69622,Electronics,348110,32422.14
ORD0177,2025-03-06 03:04:30.270270270,Headphones,Kochi,3,16587,Accessories,49761,11333.63
ORD0178,2025-03-06 11:49:11.351351352,Headphones,Tirupati,2,49368,Accessories,98736,20545.57
ORD0179,2025-03-06 20:33:52.432432433,Laptop,Kochi,3,23725,Electronics,71175,21199.19
ORD0180,2025-03-07 05:18:33.513513514,Headphones,Chennai,2,7143,Accessories,14286,1894.54
ORD0181,2025-03-07 14:03:14.594594595,Mouse,Pune,3,37227,Accessories,111681,21974.6
ORD0182,2025-03-07 22:47:55.675675676,Tablet,Tirupati,5,11505,Electronics,57525,12840.19
ORD0183,2025-03-08 07:32:36.756756757,Monitor,Tirupati,5,66197,Electronics,330985,73415.8
ORD0184,2025-03-08 16:17:17.837837838,Headphones,Mumbai,1,16529,Accessories,16529,3363.4
ORD0185,2025-03-09 01:01:58.918918919,Laptop,Tirupati,3,14726,Electronics,44178,11085.33
ORD0186,2025-03-09 09:46:40.000000000,Mouse,Mumbai,4,64146,Accessories,256584,32097.6
ORD0187,2025-03-09 18:31:21.081081081,Smartphone,Tirupati,1,61103,Electronics,61103,14642.6
ORD0188,2025-03-10 03:16:02.162162162,Tablet,Bengaluru,3,29231,Electronics,87693,18971.64
ORD0189,2025-03-10 12:00:43.243243243,Tablet,Chennai,3,69426,Electronics,208278,57721.44
ORD0190,2025-03-10 20:45:24.324324325,Monitor,Tirupati,1,6497,Electronics,6497,1730.69
ORD0191,2025-03-11 05:30:05.405405406,Tablet,Chennai,5,56006,Electronics,280030,41817.54
ORD0192,2025-03-11 14:14:46.486486487,Headphones,Chennai,3,78729,Accessories,236187,33248.57
ORD0193,2025-03-11 22:59:27.567567568,Laptop,Delhi,5,50315,Electronics,251575,74457.08
ORD0194,2025-03-12 07:44:08.648648649,Tablet,Tirupati,1,42592,Electronics,42592,8347.96
ORD0195,2025-03-12 16:28:49.729729730,Tablet,Hyderabad,5,63039,Electronics,315195,88069.46
ORD0196,2025-03-13 01:13:30.810810811,Smartphone,Delhi,2,66577,Electronics,133154,15453.03
ORD0197,2025-03-13 09:58:11.891891892,Smartphone,Hyderabad,4,22317,Electronics,89268,19765.73
ORD0198,2025-03-13 18:42:52.972972973,Keyboard,Chennai,3,38361,Accessories,115083,29710.89
ORD0199,2025-03-14 03:27:34.054054054,Mouse,Chennai,4,13928,Accessories,55712,16068.84
ORD0200,2025-03-14 12:12:15.135135135,Headphones,Delhi,5,44434,Accessories,222170,34261.91
ORD0201,2025-03-14 20:56:56.216216216,Tablet,Delhi,3,10758,Electronics,32274,7729.49
ORD0202,2025-03-15 05:41:37.297297297,Smartwatch,Hyderabad,5,58275,Wearables,291375,57849.26
ORD0203,2025-03-15 14:26:18.378378379,Tablet,Mumbai,2,5969,Electronics,11938,1114.27
ORD0204,2025-03-15 23:10:59.459459460,Laptop,Hyderabad,1,29354,Electronics,29354,6804.26
ORD0205,2025-03-16 07:55:40.540540541,Keyboard,Delhi,3,6756,Accessories,20268,4698.55
ORD0206,2025-03-16 16:40:21.621621622,Mouse,Pune,2,76756,Accessories,153512,43710.01
ORD0207,2025-03-17 01:25:02.702702703,Smartwatch,Delhi,2,34437,Wearables,68874,13045.34
ORD0208,2025-03-17 10:09:43.783783784,Keyboard,Pune,3,2151,Accessories,6453,843.12
ORD0209,2025-03-17 18:54:24.864864865,Monitor,Bengaluru,5,50788,Electronics,253940,22804.84
ORD0210,2025-03-18 03:39:05.945945946,Mouse,Delhi,2,25551,Accessories,51102,8760.99
ORD0211,2025-03-18 12:23:47.027027027,Tablet,Bengaluru,4,27886,Electronics,111544,16332.46
ORD0212,2025-03-18 21:08:28.108108108,Tablet,Mumbai,2,75554,Electronics,151108,37390.08
ORD0213,2025-03-19 05:53:09.189189189,Mouse,Hyderabad,5,16684,Accessories,83420,13175.26
ORD0214,2025-03-19 14:37:50.270270270,Tablet,Pune,5,34287,Electronics,171435,49509.68
ORD0215,2025-03-19 23:22:31.351351352,Headphones,Hyderabad,4,22121,Accessories,88484,25811.51
ORD0216,2025-03-20 08:07:12.432432433,Mouse,Bengaluru,2,76064,Accessories,152128,32950.91
ORD0217,2025-03-20 16:51:53.513513514,Keyboard,Pune,5,78484,Accessories,392420,111567.07
ORD0218,2025-03-21 01:36:34.594594595,Mouse,Hyderabad,3,60292,Accessories,180876,44746.54
ORD0219,2025-03-21 10:21:15.675675676,Smartwatch,Delhi,1,45753,Wearables,45753,9164.74
ORD0220,2025-03-21 19:05:56.756756757,Tablet,Chennai,1,34551,Electronics,34551,4134.64
ORD0221,2025-03-22 03:50:37.837837838,Headphones,Bengaluru,1,50311,Accessories,50311,9100.83
ORD0222,2025-03-22 12:35:18.918918919,Headphones,Hyderabad,2,30947,Accessories,61894,12588.77
ORD0223,2025-03-22 21:20:00.000000000,Monitor,Bengaluru,4,30754,Electronics,123016,33223.12
ORD0224,2025-03-23 06:04:41.081081081,Keyboard,Kochi,5,57918,Accessories,289590,53832.85
ORD0225,2025-03-23 14:49:22.162162162,Smartphone,Bengaluru,3,14972,Electronics,44916,12463.67
ORD0226,2025-03-23 23:34:03.243243243,Smartphone,Pune,3,3971,Electronics,11913,2720.41
ORD0227,2025-03-24 08:18:44.324324325,Mouse,Kochi,2,8829,Accessories,17658,1944.85
ORD0228,2025-03-24 17:03:25.405405406,Monitor,Tirupati,1,35365,Electronics,35365,10570.45
ORD0229,2025-03-25 01:48:06.486486487,Laptop,Pune,2,47350,Electronics,94700,18560.37
ORD0230,2025-03-25 10:32:47.567567568,Mouse,Chennai,4,54720,Accessories,218880,36379.79
ORD0231,2025-03-25 19:17:28.648648649,Monitor,Kochi,4,6897,Electronics,27588,6207.44
ORD0232,2025-03-26 04:02:09.729729730,Keyboard,Tirupati,5,36025,Accessories,180125,18725.17
ORD0233,2025-03-26 12:46:50.810810811,Keyboard,Delhi,5,53572,Accessories,267860,58939.51
ORD0234,2025-03-26 21:31:31.891891892,Keyboard,Bengaluru,4,23784,Accessories,95136,18038.92
ORD0235,2025-03-27 06:16:12.972972973,Keyboard,Hyderabad,4,61830,Accessories,247320,41912.9
ORD0236,2025-03-27 15:00:54.054054054,Keyboard,Mumbai,4,25622,Accessories,102488,29687.13
ORD0237,2025-03-27 23:45:35.135135135,Monitor,Bengaluru,2,71053,Electronics,142106,27704.81
ORD0238,2025-03-28 08:30:16.216216216,Monitor,Tirupati,4,63312,Electronics,253248,32467.87
ORD0239,2025-03-28 17:14:57.297297298,Headphones,Bengaluru,3,8499,Accessories,25497,4614.24
ORD0240,2025-03-29 01:59:38.378378379,Smartwatch,Chennai,1,22936,Wearables,22936,6474.04
ORD0241,2025-03-29 10:44:19.459459460,Smartphone,Delhi,4,43463,Electronics,173852,20643.36
ORD0242,2025-03-29 19:29:00.540540541,Tablet,Mumbai,1,2596,Electronics,2596,329.88
ORD0243,2025-03-30 04:13:41.621621622,Keyboard,Kochi,2,25779,Accessories,51558,4272.43
ORD0244,2025-03-30 12:58:22.702702703,Laptop,Kochi,1,26701,Electronics,26701,2219.44
ORD0245,2025-03-30 21:43:03.783783784,Tablet,Kochi,2,20215,Electronics,40430,10611.51
ORD0246,2025-03-31 06:27:44.864864865,Monitor,Tirupati,3,29809,Electronics,89427,21557.9
ORD0247,2025-03-31 15:12:25.945945946,Laptop,Pune,2,15578,Electronics,31156,4926.05
ORD0248,2025-03-31 23:57:07.027027027,Laptop,Pune,2,57114,Electronics,114228,26686.91
ORD0249,2025-04-01 08:41:48.108108108,Laptop,Hyderabad,5,5605,Electronics,28025,4678.64
ORD0250,2025-04-01 17:26:29.189189189,Headphones,Mumbai,4,3339,Accessories,13356,3868.4
ORD0251,2025-04-02 02:11:10.270270271,Monitor,Kochi,4,69420,Electronics,277680,81291.26
ORD0252,2025-04-02 10:55:51.351351352,Laptop,Pune,3,44119,Electronics,132357,22026.14
ORD0253,2025-04-02 19:40:32.432432433,Keyboard,Tirupati,3,43321,Accessories,129963,34820.83
ORD0254,2025-04-03 04:25:13.513513514,Mouse,Hyderabad,4,13993,Accessories,55972,13997.45
ORD0255,2025-04-03 13:09:54.594594595,Laptop,Delhi,5,17569,Electronics,87845,13018.63
ORD0256,2025-04-03 21:54:35.675675676,Headphones,Hyderabad,4,8031,Accessories,32124,4209.81
ORD0257,2025-04-04 06:39:16.756756757,Tablet,Pune,5,37551,Electronics,187755,33948.29
ORD0258,2025-04-04 15:23:57.837837838,Monitor,Chennai,3,8236,Electronics,24708,6223.86
ORD0259,2025-04-05 00:08:38.918918919,Smartwatch,Tirupati,1,8210,Wearables,8210,2391.06
ORD0260,2025-04-05 08:53:20.000000000,Headphones,Chennai,3,67655,Accessories,202965,50332.76
ORD0261,2025-04-05 17:38:01.081081081,Laptop,Kochi,3,14475,Electronics,43425,11644.22
ORD0262,2025-04-06 02:22:42.162162162,Monitor,Chennai,2,62924,Electronics,125848,26764.62
ORD0263,2025-04-06 11:07:23.243243243,Mouse,Kochi,2,46103,Accessories,92206,24323.0
ORD0264,2025-04-06 19:52:04.324324325,Laptop,Kochi,2,23752,Electronics,47504,11998.21
ORD0265,2025-04-07 04:36:45.405405406,Headphones,Pune,2,1931,Accessories,3862,629.26
ORD0266,2025-04-07 13:21:26.486486487,Smartphone,Chennai,5,75103,Electronics,375515,75642.94
ORD0267,2025-04-07 22:06:07.567567568,Keyboard,Kochi,4,37981,Accessories,151924,39051.41
